82 2   7.357629   7.107671   7.619228
83 1   6.793461   8.933604   5.633728
84 1   4.932447   7.766035   9.127872
85 1   9.152834   7.026684   5.743539
86 1  12.445547   6.450651   4.940277
87 2   9.625772   7.625608   8.432513
88 2  11.338928   8.421879   6.653259
89 1  11.879588   5.568373   7.794691
90 2  13.481981   7.567121   7.179032
91 2   2.938893   9.570811   7.776389
92 2   3.464000  11.956042   6.434308
93 1   1.047510  11.762669   7.370222
94 2  12.154396  12.593025   6.201645
95 1   4.648947  12.848076   8.804707
96 1   7.727864   9.738046   8.602827
97 2   5.395697  11.836324   5.270948
98 2   5.037954  10.295777   7.519547
99 1   7.341006  12.106990   7.214964
100 1   9.706424  10.497658   5.943124
101 2  10.475438   9.929013   8.426469
102 2  11.169789   0.077820   8.842486
103 1  14.024432   9.264381   4.890375
104 2   0.336647   8.586148   0.540966
105 2   3.071993  13.952512   1.575421
106 2  13.829044   0.013408   9.249829
107 2   1.481091  12.628901   0.020728
108 2  13.439780   5.658970  -0.359282
109 2   2.313647   1.671693  12.669758
110 1   2.485555   4.129572  11.931527
111 1   2.281481   0.961374   9.867279
112 2  12.613901  11.213501  16.236495
113 1   5.057969   2.067573  11.654593
114 2   7.973120   1.483699  11.529950
115 1   8.373690   4.159135  10.907519
116 1   7.388468   3.135406  13.573826
117 1   9.444321   0.342657  13.647705
118 1  10.702840   3.394184  12.756175
119 1  12.769159   1.989373  10.693493
120 2  10.403518   1.096142  11.139734
121 1  12.452263   0.845647  13.545673
122 2  10.725843   3.522722   9.750136
123 1  13.961859   3.617092  13.418456
124 2   3.194515   5.763856   9.828716
125 2   3.109598   6.779021  12.266334
126 2   2.501182   8.238189  10.087964
127 1   0.461105   6.443991  10.971827
128 2   1.452743   6.223641  13.747442
129 2   3.929242   9.244064  11.782034
130 1   1.137531   9.144719  12.435584
131 1   5.400527   4.998681  11.209527
132 2   5.675816   7.585535  12.543269
133 1   7.895547   7.165207  10.589111
134 2   7.328133   5.723446  13.058295
135 1   8.518426   8.398260  13.678152
136 2   6.419253   2.836419   9.399546
137 2   9.536558   5.982638  12.582727
138 1  12.697519   5.112024  11.048337
139 1  11.545901   7.763292  12.553847
140 2  10.417678   6.037544  10.174940
141 1  12.109453   8.122501   9.633944
142 1   1.596958  13.991690   9.792504
143 2   0.609144  12.022309  12.055779
144 1   2.386188  10.868956  10.233652
145 2   3.415480  13.290119  11.418124
146 1   2.923983  11.380345  13.517073
147 2   6.852453   9.583572  11.292249
148 2   5.360493  11.838787  11.793564
149 1   7.755904  12.366854  10.275349
150 2   8.276920  10.927388  12.726791
151 2   6.805662  12.463457  13.539909
152 2   5.156015  10.326728   9.985765
153 1   9.852391   9.769613  11.012796
154 1  10.591070  13.084041  11.601702
155 2  12.704963  10.042853  12.071842
156 2  11.992534  11.112085   9.995112
157 1  13.706416  12.838169  11.304898
158 1   1.688725   3.350870  14.671210
159 2   3.075323   1.675639  17.018214
160 1   1.602628   4.156392  17.898998
161 2   4.130423   3.733518  16.618819
162 1   0.436091   1.418669  17.330521
163 1   4.574721   1.749138  14.588936
164 2   7.132410   1.191026  15.511473
165 1   6.894485   3.688626  16.498094
166 1   5.717345   1.007968  17.911871
167 2   8.467718   0.875999  18.127184
168 2   9.455347   2.717860  15.231404
169 2  12.191056   2.342174  18.273487
170 2   9.604168   3.091185  17.705066
171 2  13.448231   1.045993  16.289498
172 1  10.726851   0.661016  16.457293
173 1  11.959680   3.426204  15.786952
174 1   4.716317   4.840132  14.325657
175 1   3.454244   8.186194  14.727683
176 2   2.820793   5.695573  15.875047
177 2   0.893484   8.767880  15.031147
178 3   2.755136   7.098884  17.896200
179 1   0.618799   8.868736  17.624078
180 1   0.294726   6.311064  15.975735
181 2   8.477568   5.304725  18.221939
182 1   5.411788   6.019410  17.569621
183 2   6.317165   7.119761  15.024094
184 1   8.478128   7.776389  16.720123
185 1   5.318952   8.928287  17.031199
186 1   9.227777   5.384895  15.168662
187 2  11.810578   5.524459  14.191779
188 2  13.487130   7.522849  17.597605
189 2  10.793286   7.771352  15.129036
190 1  10.991920   5.997750  17.637679
191 1  13.440564   8.699486  14.971763
192 2  13.571475   5.512829  15.951781
193 1   4.774206  13.693487  17.342386
194 1   0.013119  11.166207  14.810965
195 1   2.883299  10.685434  16.593969
196 2   2.223738  13.212658  15.427911
197 1   5.815291   9.858827  13.858652
198 2   9.119869  13.060478  14.035402
199 1   7.926666  10.952406  15.737028
200 2   5.313378  11.867387  15.509458
201 2   5.830738  11.332659  17.803515
202 2   7.930360  12.847460  17.926927
203 2   7.747621   9.988396  18.268617
204 1  11.145499   9.425012  17.357890
205 1  10.670154  10.576406  14.139337
206 2  13.283235  11.725002  14.011671
207 1  13.639421  13.725670  16.081965
208 1  10.516855  13.038258  16.517124
209 2  11.556815  13.211315  13.932475
210 1  -0.082853   2.234355  11.244172
211 2   3.879458   3.267106   9.364453
212 1   1.836382  13.367804  18.392981
213 2   9.821776  11.309656  18.580533
214 1  13.602762   4.661742  18.749671
215 1   0.797497   1.128447  22.281875
216 1   2.817491   2.127852  19.806869
217 2   2.569833   3.482761  22.774626
218 1   0.804381   4.186649  21.014457
219 1   3.969579   1.170827  23.121633
220 1   4.910731   3.861559  21.701420
221 3   5.457504   1.193259  20.709593
222 1   7.522178   3.124346  19.719726
223 2   6.937414   2.235128  22.484426
224 2   7.753442   0.485598  20.508665
225 2   5.057180   3.620937  18.965991
226 2   9.415721   2.010955  21.794664
227 2  12.957159   1.591585  20.677243
228 1  10.544672   0.769188  19.706573
229 1  10.959234   3.838108  20.150351
230 2  11.607523   1.407872  22.658770
231 2  12.638584   3.635438  22.451125
232 2  10.438051   3.586040  23.459798
233 2   0.381742   5.807064  22.983334
234 2   3.334247   5.216798  19.607116
235 1   1.436428   7.517980  20.627151
236 2   3.004545   5.789937  22.285457
237 1   4.453358   7.398990  20.507154
238 2   3.137242   9.265388  18.839893
239 1   0.593540  14.268793  26.569716
240 2   0.029625   6.200526  18.796293
241 1   8.354717   4.942074  22.305326
242 2   6.698930   5.658634  20.208839
243 1   7.148696   8.178134  21.495678
244 2   5.843667   6.240264  22.721903
245 2   7.302779   7.485406  18.927652
246 2   9.433183   8.698142  19.476037
247 2   9.322085   6.383600  20.215947
248 1   9.630922   8.088416  22.484930
249 2  11.236001   5.716170  22.162381
250 1  11.986713   7.313861  19.960672
251 2  12.296501   7.826593  22.791976
252 2  12.839177  12.588492  25.897136
253 2   0.799254  10.040727  21.969344
254 2   1.433165  10.677766  19.564580
255 1   3.431672  10.154344  21.494615
256 2   1.839091  12.416443  21.348591
257 2   3.787422  11.641160  19.268000
258 2   4.480945  12.804476  22.304094
259 1  13.917252   8.171362  25.090343
260 2   5.648951   9.819817  19.672992
261 2   6.128382  10.787073  22.085815
262 1   6.021761  12.740447  20.149232
263 1   8.369380  10.843434  20.762484
264 1   7.737322  13.203031  22.668788
265 3  13.525469   9.705584  18.873810
266 1  11.401501  10.389246  21.012777
267 2  10.394787  12.748563  22.091468
268 1  13.127921  12.439054  22.907160
269 2   9.568796  10.845449  23.095496
270 1  12.331874  12.339262  18.746313
271 2  10.975241  11.217755  26.842956
272 1   1.863079   2.932339  27.637996
273 2   1.472102   2.049540  24.722291
274 2   3.784512   2.912845  25.164054
275 1   0.421132   0.043708  26.641132
276 1   5.034356   2.274950  27.445910
277 2   6.058644   1.407883  24.799864
278 1   6.244573   4.010906  24.701694
279 2   7.534099   2.475000  26.777193
280 1   8.903660   1.548075  24.445020
281 1   9.194699   4.378013  25.603747
282 1  10.596499   1.917095  27.057485
283 1  12.651345   3.456908  25.065157
284 2  12.951674   0.030745  27.577773
285 1  12.067756  -0.034651  25.003255
286 1   2.009164   4.914073  25.020438
287 1   1.944906   7.841425  23.669514
288 1   3.203442   7.960919  26.608726
289 2   4.264032   6.219051  24.593954
290 2   1.405460   5.675704  27.792750
291 1   4.039982   5.144010  27.856051
292 2   6.784450   5.078017  27.205020
293 1   4.964372   8.734970  23.905479
294 1   7.671391   6.922582  24.641751
295 2   5.561975   6.990920  26.420278
296 1   8.693161   7.117298  27.653387
297 2  11.430213   4.908649  27.564341
298 2  13.334670   5.777512  26.451117
299 2   9.596613   8.759820  25.514924
300 2  13.448903   5.783333  23.838372
301 1  11.785168   7.982747  27.523148
302 1  11.001379   6.325616  24.863053
303 2  10.441017  13.612668  26.760570
304 2   0.196842   9.876458  25.098459
305 1   2.754061  10.962592  24.312878
306 2   3.146062  13.079508  26.210954
307 2   4.279222  10.496090  26.566973
308 1   1.452284  10.791103  27.324793
309 2   2.279433  13.615299  23.771322
310 2  10.940988  12.754887  24.407297
311 2  13.225531  10.412081  27.157110
312 2   9.313857   9.672451  27.906143
313 1   6.669490   9.428146  26.781950
314 2   7.207240  13.919322  25.659772
315 1   8.643964  11.597001  25.634138
316 1   5.635183  11.851324  24.568040
317 2   7.567848   9.815843  23.646287
318 1  11.734181  10.083711  24.450561
319 1   6.012806  12.317322  27.831537
320 2  13.894080   5.799228  21.607448
321 1   9.490439  13.829044  19.751796
322 2   3.843828   3.018783  29.816253
323 2   1.160836   2.840130  30.567078
324 2   0.687294   0.676682  29.360946
325 2   3.261605   0.689342  28.386357
326 1   2.875715   0.577706  31.257791
327 2   2.557218   3.408411  32.369783
328 2   5.048085   2.519652  31.788881
329 2   7.311063   1.820129  31.555546
330 1   6.800737   3.708775  29.457828
331 1   8.919052   1.290662  29.139476
332 1   6.104819   0.360933  29.634466
333 2   9.106716   4.352485  28.364585
334 2   9.196602   4.029734  30.804162
335 2  11.744479   0.746470  29.668495
336 2  11.276858   3.549789  29.510215
337 1  10.330758   1.827461  31.843171
338 1  13.139618   2.719970  31.576087
339 1  13.476160   2.674361  28.174291
340 1   1.890812   5.489641  30.387417
341 1   1.130842   8.134423  29.086530
342 1   2.321695   8.429883  31.945482
343 2   3.780616   7.227837  29.551968
344 1   4.841979   5.240881  31.257175
345 1   8.011291   6.503486  30.672299
346 2   6.044148   7.146402  28.830192
347 1   5.478940   8.378559  31.643082
348 2   9.520383   8.448353  30.130240
349 1  11.531685   5.316199  31.874066
350 2  12.014473   7.804989  30.139195
351 2  10.445550   6.245133  29.381766
352 1  13.510805   5.537746  29.364640
353 2  13.398139   7.110078  32.232267
354 1  13.025609   6.096032  37.185132
355 1   4.167289   9.692208  29.196900
356 2   1.595743  10.473367  30.402641
357 1   2.700107  13.063109  31.314376
358 2   3.753578  10.632263  31.847592
359 2   0.594111  12.801621  28.976159
360 2   3.268231  12.282621  28.657919
361 1   7.184349   9.917539  29.818716
362 2   5.183625  11.955818  30.550455
363 2   7.448802  12.742854  30.602114
364 2   9.140633  10.708941  31.522748
365 2   8.916142  12.912832  32.579667
366 1   9.018061  12.291912  28.477979
367 2  11.432900  11.270981  32.102363
368 1  12.518362  12.990181  28.556391
369 1  11.551554  10.225368  29.675827
370 2  10.768883  12.972215  30.736160
371 2  13.264485  12.619610  31.184360
372 2   3.261487   0.305875  36.595834
373 2   0.976368   1.419452  33.264448
374 1   3.768829   1.215871  34.121277
375 2   1.861081   3.334381  34.560298
376 1   0.743783   1.567748  36.197335
377 2   3.289332   2.895898  36.617774
378 1   4.579747   4.319262  34.233607
379 1   7.548539   4.147264  32.655337
380 2   8.649953   1.452440  33.668991
381 1   5.820384   1.407150  36.663221
382 2   6.328471   1.974150  34.004134
383 1   7.765307   4.055794  35.441026
384 2   5.442308   4.484242  36.919615
385 1   9.200128   1.220208  36.398600
386 2  11.377043   0.652380  34.445282
387 1  10.626106   3.709659  34.131687
388 2  11.840354   2.403578  36.207633
389 3  13.312451   2.066364  34.332616
390 1   2.877506   5.515745  36.964166
391 2   0.736205   7.337760  36.846520
392 1   1.597255   5.817250  33.807235
393 2   2.807288   7.978661  35.175789
394 2   4.089599   6.841539  33.476738
395 2   8.113322   8.767768  32.504445
396 2   6.771857   6.527664  33.344147
397 1   5.421683   6.988681  35.760441
398 1   8.680064   7.373636  35.487872
399 2   9.263597   6.104707  33.335024
400 2  13.977642   8.866609  29.063582
401 2  -0.075292   9.823399  31.871547
402 1  10.970596   8.320631  32.606532
403 1  13.462615   4.990358  34.271778
404 2  10.959066   8.735753  35.739397
405 2  11.160666   6.411529  34.804938
406 1  13.380789   8.152221  34.664680
407 2   4.510475   9.424620  33.873558
408 2   1.634306   9.743139  36.295393
409 2   3.092450  12.780745  35.605015
410 1   1.923543  10.965726  33.769680
411 1   0.523991  12.605954  36.258005
412 2   4.451209  12.250663  33.763467
413 2   1.234861  13.815108  33.640056
414 1   4.775118  10.510754  36.305131
415 1   9.374975  10.495139  34.377559
416 2   6.862583   9.395012  35.140528
417 3   8.764689  13.152155  34.977323
418 1   6.037936  13.521998  35.727811
419 2   7.823179  11.354319  36.386510
420 1   6.642401  11.206897  32.934342
421 2  12.055891  10.469673  34.125866
422 1  11.359412  13.419799  33.520450
423 1  10.985707  12.000593  36.456528
424 2   0.073214   4.406148  32.131467
425 2   4.866264  14.306908  29.645940
426 2  13.935050  11.851772  33.640783
427 1  13.446664   0.623573  37.572941
428 1   2.696514   1.172931  39.090485
429 2   1.479977   3.433832  38.192406
430 2   3.983459   2.209231  41.749460
431 1   2.891678   4.282574  40.405308
432 2   4.706002   3.245279  38.698814
433 1  10.302774   4.594932  37.255205
434 1   5.570427   0.857764  40.143038
435 1   7.562475   3.182554  38.651016
436 2   8.366358   0.870195  40.659687
437 1   5.989746   4.017175  41.091656
438 2   7.646653   0.227241  38.337030
439 1   9.207460   3.348720  41.748620
440 1  10.394563   1.712411  38.821442
441 2  12.609424   3.204499  38.490385
442 1  12.266950   2.552449  41.419747
443 2  10.527825   0.380939  41.601198
444 2  10.934999   4.451466  39.786403
445 2   3.464033  -0.060126  41.889103
446 2   2.492781   7.200356  40.470624
447 2   0.707560   8.596615  39.012856
448 1   3.433015   8.404529  38.070562
449 1   0.635953   5.778575  39.247310
450 1   4.468688   8.777003  41.216467
451 1  10.703679   9.891625  45.287037
452 1   5.231769   6.277315  39.085783
453 1   8.452215   6.017507  39.968302
454 2   7.194423   8.506672  40.376316
455 1   7.000938   8.593368  37.855641
456 2   7.676484   5.763464  37.507066
457 2   6.266065   6.781820  41.759926
458 2  11.784497   6.883236  39.798045
459 1   9.950393   8.861908  40.202197
460 2  10.221283   7.353207  37.815791
461 1  12.464688   8.971775  37.995395
462 1  13.825574   5.070735  40.118747
463 2  13.263925   7.401397  42.000033
464 2   2.036488   9.858380  40.607189
465 1   2.083312  11.322697  38.263375
466 1   3.904577  11.936453  41.000427
467 1   0.711551  12.755055  40.632543
468 1   3.543604  13.846843  38.098994
469 2   4.984638  10.282121  39.251396
470 1   8.735474  13.585355  37.824410
471 1   7.993325  11.177233  39.362158
472 2   5.884469  12.290177  38.198227
473 1   6.487031  13.758859  40.577469
474 1  13.000311  10.171358  40.846120
475 2  12.950779  11.685712  38.656949
476 1  12.700989  13.201632  41.224695
477 2  10.770842  11.677708  39.536166
478 1   9.900524  11.328014  42.152157
479 2  13.756565   2.153491  43.624589
480 1   1.350426   2.111022  42.658732
481 1   1.691372   3.108227  45.744471
482 2   3.444366   3.798538  43.499443
483 1   4.198106   1.318770  44.348436
484 2   2.004759   0.330944  45.919990
485 2   4.465145   3.328420  46.078046
486 1   6.774488   1.618842  42.867441
487 1   7.082093   1.933007  45.769265
488 1   9.107108   4.435963  44.831001
489 1   5.884637   4.673652  44.165754
490 2   9.200968   1.688837  43.967903
491 2  12.225421  11.336409  43.424444
492 1   0.056643   8.012298  41.604388
493 1  11.586423   0.568757  44.053704
494 2  11.303891   3.304214  43.827309
495 1  13.036579   3.023110  45.955474
496 1   0.203520   8.298076  44.866262
497 2   0.192356   5.432301  45.380561
498 2   3.962594   6.050361  42.394894
499 1   1.289145   5.492663  42.961916
500 1   2.971366   6.085677  45.521994
501 2   2.629692   7.994612  43.260343
502 1   2.924022   9.228952  45.902192
503 1   7.949557   8.616651  46.363824
504 2   8.143825   5.707942  42.659796
505 1   5.433471   7.982579  44.252561
506 2   7.676540   6.573447  44.781469
507 1   8.437439   8.363951  42.981841
508 1  13.777497   5.082304  43.351628
509 1  10.952686   5.810981  42.303665
510 2  11.745710   5.286904  45.086164
511 2  11.412359   8.976140  42.875164
512 2  10.076827   7.255877  44.597666
513 1  12.916190   7.682809  45.017266
514 1  10.287550  12.785055  44.941036
515 1   2.147385  13.724214  43.255418
516 1   0.471046  11.527095  46.079446
517 2   3.013298  11.921285  44.961577
518 1   1.455099  10.571481  43.059526
519 2   4.231447  10.299192  43.529386
520 1   4.415333  13.841525  46.399029
521 1   5.235156  12.799327  43.660689
522 2   8.261528  10.947257  44.398417
523 1   5.870421  10.719239  45.753538
524 1   6.786129  10.842203  42.082811
525 2   7.947654  13.373233  43.265548
526 2   7.455966  13.318887  45.643055
527 1  13.467820  13.969471  44.636789
528 1  13.701267  11.128988  45.553729
529 2   9.541483   9.722151  37.474492
530 1   9.617377  13.914901  40.948991
531 2   1.859570  13.911655  46.569510
532 1   2.095401   2.763363  50.257084
533 2   3.182185   1.595732  47.648760
534 1   0.428149   1.276009  48.275277
535 2   3.290591   4.436165  48.171287
536 2  13.992586   2.415991  49.033769
537 2   2.869654   0.300541  49.936101
538 2   4.735934   1.930533  51.119286
539 1   5.671003   2.681811  48.417439
540 2   8.436599   1.678717  48.748327
541 2   7.909651   3.834699  47.436750
542 2   7.153454   3.598790  50.844702
543 2  14.012847   5.843611  51.241970
544 1   9.566333   4.330221  49.543983
545 2  11.292417   2.316154  49.113301
546 2  12.765354   0.775103  47.536990
547 2  10.494579   4.422821  46.872526
548 1  13.024490   0.552824  50.543253
549 1  12.005015   3.718155  51.324413
550 1   0.546907   4.864523  48.358335
551 1   0.459710   7.915248  50.251599
552 2   0.654132   7.195822  47.309141
553 2   2.036303   5.482639  50.611088
554 1   3.041988   7.268918  48.472400
555 2   3.364520   7.542047  51.196971
556 1   4.697747   4.908856  50.328500
557 1   5.676544   5.671898  46.974558
558 2   7.079071   5.563979  49.332644
559 1   5.738669   7.984314  49.639242
560 2   8.583910   6.036648  47.197706
561 1   8.976252   7.653425  49.601631
562 2   5.219238   8.461729  47.084481
563 2   7.525200   8.939313  51.326260
564 1  12.721250   4.739936  48.488687
565 2  11.577803   6.599864  50.178727
566 1  11.109399   6.982916  47.347087
567 2  11.399486   9.240370  49.745247
568 2   1.403439   9.604560  48.057614
569 1   2.812056  10.105763  50.355309
570 1   3.738645  13.050628  49.574990
571 1   0.949855  12.967626  49.244772
572 2   2.766357  11.708939  47.410053
573 1  11.890950   0.113871  55.505409
574 2   4.664423  10.507396  48.414864
575 2   7.208024   9.955766  48.637733
576 1   6.400559  12.601812  48.300296
577 1   5.776281  11.057460  50.835971
578 2   8.621297  11.418068  46.799375
579 1   9.056456  11.143652  50.123094
580 2   7.875566  13.863297  50.261337
581 2   5.769452  13.658339  51.275272
582 2  12.504202   9.245295  47.359289
583 2  11.744759  11.342510  51.079660
584 2   9.817354   9.648048  47.977970
585 2  12.979435  13.363550  50.237495
586 1  11.230516  11.922069  47.982504
587 2  13.660130  13.152995  47.372721
588 1  13.934490  10.893414  48.959442
589 1   1.939785   0.791709  52.801658
590 2   1.069243   3.581294  52.659833
591 1   3.699433   3.561660  52.978408
592 3   1.632392   3.922330  55.149894
593 2   2.556630   1.821315  55.189967
594 2   4.396348   0.901767  53.821637
595 1   6.651412   1.950772  53.035273
596 2   6.950454   0.592186  55.296197
597 1   8.333728   3.170711  55.369740
598 2   9.008994   3.980263  52.595692
599 2   6.114893   4.639528  54.009022
600 2   9.402232   0.687769  54.181518
601 2  12.137269   0.838942  52.926469
602 1   9.809407   1.310861  51.503066
603 1  10.966958   2.804668  53.984563
604 2  13.540580   4.119380  53.609515
605 1  12.134975  11.055277  54.273811
606 1  10.798099  13.787627  54.994748
607 1   3.821653   5.766822  55.633746
608 1   2.935927   8.623983  55.171106
609 1   1.764523   6.309329  53.361572
610 2   1.622748   8.995953  52.505414
611 2   4.386358   6.071293  52.816154
612 2  10.149978  11.993597  52.765838
613 1   5.112348   8.790267  52.792144
614 2   6.168288   6.989409  54.756432
615 1   7.093343   6.179649  52.022122
616 2   7.803758   8.483725  53.850014
617 1   8.983752   5.956725  54.541455
618 2   5.715386  11.635507  53.515599
619 2  11.203091   4.684835  55.607328
620 2   9.824798   5.939206  51.671980
621 1  10.132796   8.825136  52.269281
622 2  10.592245   8.472363  54.738130
623 1  11.885297   6.323937  53.270735
624 1  13.158648   8.767824  52.003317
625 1  13.299354   8.492960  55.280637
626 2  12.581719  13.429594  52.781509
627 2   0.903911  11.514726  51.630619
628 1   0.506059  13.729196  53.446981
629 2   3.156792  10.553459  53.193161
630 1   0.498155  10.595827  54.582592
631 1   3.229456  13.027680  52.447095
632 1   4.027725  11.930520  55.546490
633 2   6.702959  12.332601  55.654286
634 1   5.861913   9.575121  55.742382
635 2   7.829224  10.784946  52.752406
636 1   9.066642  10.794797  55.237765
637 1   7.914800  13.303384  53.068798
638 1   5.041212   2.960329  55.861260
639 1  10.073860   1.916026  46.720235
640 2   1.446088  15.490260   2.894235
641 1   1.472046  18.332758   1.829498
642 1   0.856639  15.631358   0.357811
643 1   4.014802  16.399141   3.018313
644 1   5.623709  14.711172   0.751742
645 2   6.220171  17.467421   1.307190
646 2   8.005246  16.172299   1.592016
647 1   8.023380  16.169276   4.387679
648 2   5.788930  14.449629   3.567263
649 2   8.353989  18.662807   0.560199
650 2   5.938703  17.522383   4.956424
651 2   9.797373  17.608799   2.667298
652 1  10.725004  14.797476   2.234484
653 1  12.517579  17.367628   2.694728
654 2  12.902422  15.829768   0.331128
655 2  10.676590  16.464513   4.816608
656 2  13.469164  14.555242   2.462983
657 2  12.566776  14.895198   4.733455
658 2   2.588561  18.649486   4.241001
659 1   3.232428  21.267716   2.230818
660 2   3.679352  23.087660   4.388473
661 2   0.372603  20.815375   2.376265
662 2   2.045376  23.010479   0.698683
663 2   1.890857  20.990166   4.494081
664 2   4.458535  19.007912   2.458612
665 1   1.031733  23.421739   3.422969
666 1   7.280615  19.115932   3.135484
667 2   8.217816  21.010371   1.233221
668 1   5.977825  22.105292   2.903845
669 1   5.711748  20.204921   0.311728
670 3   8.973790  21.793545   3.330682
671 2   5.041229  23.126950   0.747348
672 2  12.451871  24.485374   7.296790
673 2  10.367809  22.273311   1.180095
674 1  10.830001  19.726498   1.468252
675 2  11.373572  21.647242   3.528549
676 1  13.416721  20.020223   4.067665
677 1  12.800894  23.369240   1.935134
678 1  10.282289  19.409490   4.537586
679 1   3.819420  24.953723   2.241620
680 3   0.823170  25.174800   1.068465
681 3   2.663626  27.265970   4.189655
682 2   0.448752  26.062972   3.386225
683 1   2.108587  27.680029   1.214455
684 1   6.208137  25.927080   0.110137
685 1   7.953475  23.755818   1.190293
686 2   6.880605  25.282261   2.953820
687 1   8.835490  26.977786   1.841492
688 2   7.849316  23.608452   4.483559
689 1   5.052137  27.763646   2.369957
690 2   8.243674  26.030230   5.010362
691 1  10.357119  24.555503   3.455095
692 1  12.320792  26.768965   1.912119
693 1  10.757466  24.668840   0.185994
694 2  13.843988  20.486277   1.236193
695 2   1.695609  16.613446   4.904608
696 1   0.793612  16.487460   7.624153
697 1   3.723797  17.077261   6.491117
698 2   2.801993  14.281610   7.254030
699 2   2.845839  18.325482   9.068265
700 2  13.889939  17.028176   7.731502
701 2   8.403745  14.729082   7.016610
702 1   6.754395  17.077821   7.746837
703 1   5.432844  14.703504   6.464475
704 2   6.750309  14.548582   8.923865
705 2   7.981403  18.560384   5.702849
706 2  11.590508  26.735384   7.758423
707 2  10.327232  25.315842   6.024895
708 2   9.555308  17.097690   6.939764
709 2  11.309096  17.230672   8.762731
710 1  11.810019  15.045866   7.286436
711 1  12.287658  17.901964   6.113718
712 2   3.235075  20.703885   9.146118
713 2   0.563591  22.376854   5.774825
714 1   0.888956  22.100983   8.611838
715 1   1.880598  19.585792   6.842098
716 1   3.309430  22.299393   6.941052
717 1   1.632845  28.016962   8.827487
718 1   4.968133  20.130650   4.987095
719 2   4.689463  19.423930   7.607474
720 1   5.955549  21.854943   8.411581
721 2   7.360875  19.662413   7.981235
722 1   7.689749  21.211467   5.759154
723 2   8.764689  22.064659   8.168004
724 2   5.555186  23.038687   5.808799
725 1  10.552451  22.571682   6.053999
726 1  10.065633  19.713849   7.836276
727 2  12.334112  20.615510   6.473151
728 1  12.755559  22.292173   8.713254
729 1  13.193796  19.431038   8.864986
730 1  13.424389  23.077362   5.114251
